,Player,League,Squad,Pos,Player Type,"Minutes
Played (%)",Goals,Assists,onxG,onxGA
3316,Marcos Mauro López Gutiérrez,Liga MX,FC Juárez,DF,5,20.3,0,0,0.84,1.15
3317,Carlos Guzmán,Liga MX,Toluca,DF,4,22.9,0,1,0.83,0.85
3318,Víctor Guzmán,Liga MX,Pachuca,MF,2,72.1,9,4,0.94,0.92
3319,Víctor Guzmán,Liga MX,Tijuana,DF,5,61.8,0,0,0.85,0.89
3320,Arelibetsiel Hernández,Liga MX,Querétaro,DF,4,27.4,0,1,0.96,1.16
3321,Elías Hernández,Liga MX,León,FW,2,47.6,5,0,1.02,0.88
3322,Jonathan Herrera,Liga MX,Atlas,FW,2,27.6,1,0,1.01,1.18
3323,Higor,Liga MX,UNAM,MF,3,72.1,1,2,0.88,1.0
3324,César Huerta,Liga MX,Guadalajara,FW,2,21.5,1,0,0.81,0.82
3325,Valber Huerta,Liga MX,Toluca,DF,5,27.4,2,1,0.81,1.3
3326,Avilés Hurtado,Liga MX,Pachuca,FW,2,69.7,4,4,0.96,0.97
3327,Nicolás Ibáñez,Liga MX,Pachuca,FW,1,80.3,11,2,0.98,0.92
3328,Renato Ibarra,Liga MX,Tijuana,FW,2,24.4,0,1,1.12,0.97
3329,Romario Ibarra,Liga MX,Pachuca,FW,2,53.2,1,1,0.98,1.02
3330,Juan Ignacio Dinenno,Liga MX,UNAM,FW,1,71.8,8,4,0.94,1.09
3331,Andrés Iniestra,Liga MX,Atlético,MF,3,30.6,0,0,0.99,1.16
3332,Jefferson Intriago,Liga MX,FC Juárez,MF,3,35.3,2,1,0.87,1.04
3333,Jefferson Intriago,Liga MX,Mazatlán,MF,3,50.0,0,0,1.11,0.98
3334,Hugo Isaác Rodríguez,Liga MX,Santos,DF,5,27.4,0,0,0.95,1.13
3335,Omar Israel Mendoza,Liga MX,Querétaro,DF,4,74.1,0,0,0.94,0.96
3336,José Iván Rodríguez,Liga MX,León,MF,3,72.1,0,2,0.95,0.93
3337,Vincent Janssen,Liga MX,Monterrey,FW,1,42.4,1,1,1.16,0.81
3338,José Joaquín Esquivel,Liga MX,FC Juárez,MF,4,75.6,0,1,0.97,0.87
3339,José Joaquín Martínez,Liga MX,Cruz Azul,DF,4,25.6,0,1,1.13,1.26
3340,Alberto Joshimar Acosta,Liga MX,FC Juárez,DF,4,39.7,0,0,1.05,1.03
3341,José Juan Vázquez,Liga MX,Toluca,MF,3,46.2,0,0,1.22,0.85
3342,José Juan Vázquez,Liga MX,Tijuana,MF,3,39.7,0,0,0.9,1.04
3343,Ramón Juárez,Liga MX,Atlético,DF,5,25.6,1,0,1.08,0.98
3344,Heriberto Jurado,Liga MX,Necaxa,FW,2,25.6,1,1,0.93,0.91
3345,Matías Kranevitter,Liga MX,Monterrey,MF,3,50.0,1,0,0.95,1.14
3346,Roberto de la Rosa,Liga MX,Pachuca,FW,1,30.9,4,0,1.22,1.18
3347,Mauro Laínez,Liga MX,América,FW,2,35.9,1,2,1.01,1.06
3348,Miguel Layún,Liga MX,América,DF,4,53.2,0,4,0.94,1.26
3349,Erik Lira,Liga MX,Cruz Azul,MF,3,42.4,0,0,0.95,1.04
3350,Erik Lira,Liga MX,UNAM,MF,3,34.4,0,1,0.92,1.2
3351,Raúl López Gómez,Liga MX,Toluca,DF,4,78.2,2,2,1.04,1.03
3352,Leonel López,Liga MX,UNAM,MF,3,64.1,1,4,1.06,0.92
3353,Lisandro López,Liga MX,Tijuana,DF,5,37.6,4,0,1.18,1.04
3354,Nicolás López,Liga MX,UANL,FW,2,48.8,11,3,0.98,1.02
3355,Vladimir Loroña,Liga MX,Tijuana,DF,4,77.1,2,0,0.92,1.02
3356,Brian Lozano,Liga MX,Santos,MF,2,52.4,5,3,0.77,1.05
3357,José Lozano,Liga MX,Atlético,MF,2,21.2,1,2,1.27,1.1
3358,Lucao,Liga MX,Puebla,DF,5,54.7,1,2,0.88,1.11
3359,Fernando Madrigal,Liga MX,Necaxa,MF,3,35.6,0,3,0.92,0.96
3360,Federico Mancuello,Liga MX,Puebla,MF,3,31.8,0,3,1.12,1.03
3361,Mauro Manotas,Liga MX,Tijuana,FW,1,66.5,5,2,0.95,0.88
3362,Ángel Márquez,Liga MX,Atlas,MF,3,66.8,0,0,0.87,0.97
3363,Henry Martín,Liga MX,América,FW,1,46.8,5,3,0.98,1.07
3364,Guillermo Martínez Ayala,Liga MX,Puebla,FW,1,41.5,5,1,1.18,0.85
3365,Enzo Martínez,Liga MX,Querétaro,DF,5,44.1,0,0,0.96,0.83
3366,Roger Martínez,Liga MX,América,FW,1,52.9,5,2,1.05,1.15
3367,Guillermo Matías Fernández,Liga MX,Cruz Azul,MF,3,34.1,0,1,0.93,0.77
3368,Alejandro Mayorga,Liga MX,Cruz Azul,DF,4,22.4,0,0,1.05,0.98
3369,Alejandro Mayorga,Liga MX,Guadalajara,DF,4,26.2,1,0,1.14,1.15
3370,Alan Medina,Liga MX,Necaxa,MF,2,54.7,2,2,1.04,1.11
3371,Stefan Medina,Liga MX,Monterrey,DF,4,79.4,1,2,1.06,1.0
3372,Ángel Mena,Liga MX,León,FW,2,76.2,8,2,1.08,1.01
3373,Jean Meneses,Liga MX,León,FW,2,62.9,1,3,0.97,1.02
3374,Roberto Meraz,Liga MX,Mazatlán,MF,3,71.8,3,0,0.93,0.98
3375,Jorge Meré,Liga MX,América,DF,5,20.6,0,0,1.34,1.16
3376,Fernando Meza,Liga MX,Necaxa,MF,5,20.3,0,0,0.76,1.06
3377,Maximiliano Meza,Liga MX,Monterrey,FW,2,86.8,6,6,1.0,0.93
3378,Hiram Mier,Liga MX,Guadalajara,DF,5,46.5,0,0,1.02,0.98
3379,Jesús Molina,Liga MX,Guadalajara,MF,3,28.5,0,0,0.66,0.95
3380,Joaquín Montecinos,Liga MX,Tijuana,FW,2,25.3,3,0,0.88,1.11
3381,César Montes,Liga MX,Monterrey,DF,5,74.1,1,1,1.11,0.97
3382,Luis Montes,Liga MX,León,MF,3,39.4,0,0,0.94,1.05
3383,Adrián Mora,Liga MX,FC Juárez,DF,5,24.1,0,0,1.04,1.11
3384,Héctor Moreno,Liga MX,Monterrey,DF,5,46.5,0,0,0.99,1.01
3385,Iván Moreno,Liga MX,Mazatlán,MF,2,52.4,2,2,1.19,1.0
3386,Yairo Moreno,Liga MX,Pachuca,DF,3,47.9,3,1,1.14,0.98
3387,Andrés Mosquera Guardia,Liga MX,León,DF,4,75.6,1,1,0.99,1.04
3388,Alan Mozo,Liga MX,UNAM,DF,4,80.3,0,4,1.07,0.94
3389,Óscar Murillo,Liga MX,Pachuca,DF,5,46.5,0,1,1.14,0.92
3390,Hugo Nervo,Liga MX,Atlas,DF,5,100.0,3,0,1.0,1.0
3391,Ygor Nogueira,Liga MX,Mazatlán,DF,5,23.8,0,0,1.27,1.31
3392,Alberto Ocejo,Liga MX,Santos,FW,1,26.5,1,1,1.08,0.83
3393,Luis Olivas,Liga MX,Guadalajara,DF,5,57.4,0,0,1.02,1.11
3394,Bryan Olivera,Liga MX,Querétaro,MF,3,32.4,1,1,0.92,1.05
3395,Maximiliano Olivera,Liga MX,FC Juárez,DF,4,83.2,1,3,1.09,0.94
3396,Agustín Oliveros,Liga MX,Necaxa,DF,5,60.9,0,0,1.06,1.04
3397,Santiago Ormeño,Liga MX,León,FW,1,25.0,1,1,1.23,1.18
3398,Carlos Orrantía,Liga MX,Santos,DF,4,63.5,0,1,0.91,0.92
3399,Haret Ortega,Liga MX,Toluca,DF,5,77.4,3,1,0.98,0.87
3400,Arturo Ortiz,Liga MX,UNAM,DF,5,85.6,4,0,1.03,1.01
3401,Celso Ortiz,Liga MX,Monterrey,MF,3,56.8,0,0,1.04,0.87
3402,Christian Ortiz,Liga MX,Tijuana,MF,2,25.9,0,0,0.95,0.9
3403,Juan Pablo Segovia,Liga MX,Puebla,DF,5,75.9,1,1,0.99,1.02
3404,Juan Pablo Vigón,Liga MX,UANL,MF,2,75.3,9,3,1.0,0.91
3405,Pablo Parra,Liga MX,Puebla,MF,2,51.2,4,1,1.05,0.92
3406,Esteban Pavez,Liga MX,Tijuana,MF,3,45.0,0,1,0.88,0.92
3407,Maximiliano Perg,Liga MX,Querétaro,DF,5,80.6,1,0,0.95,1.0
3408,Orbelín Pineda,Liga MX,Cruz Azul,FW,2,32.6,1,2,1.09,0.93
3409,Jesús Piñuelas,Liga MX,Atlético,DF,5,43.2,1,0,0.93,0.96
3410,Guido Pizarro,Liga MX,UANL,DF,5,78.5,2,1,1.0,0.94
3411,Osvaldo Rodríguez del Portal,Liga MX,León,DF,4,62.1,1,3,1.03,0.76
3412,Harold Preciado,Liga MX,Santos,FW,1,37.9,6,1,0.95,1.02
3413,Ronaldo Prieto,Liga MX,Santos,MF,4,33.5,0,1,0.85,1.1
3414,Julián Quiñones,Liga MX,Atlas,FW,2,84.4,11,6,1.0,0.93
3415,Yonatthan Rak,Liga MX,Tijuana,DF,5,62.4,0,1,1.03,0.96
3416,Kevin Ramírez,Liga MX,Querétaro,MF,2,37.9,1,1,0.98,0.95
3417,Salvador Reyes Chávez,Liga MX,América,DF,4,71.2,5,4,0.95,1.2
3418,Diego Reyes,Liga MX,UANL,DF,5,66.8,0,0,0.94,1.06
3419,Israel Reyes,Liga MX,Puebla,DF,5,79.1,2,0,0.98,1.05
3420,Luis Ricardo Reyes,Liga MX,Atlas,DF,4,85.0,1,3,1.0,0.93
3421,Ulises Rivas,Liga MX,Santos,MF,3,20.6,0,0,1.17,1.13
3422,Christian Rivera,Liga MX,Tijuana,MF,3,85.3,1,0,0.87,0.92
3423,Ignacio Rivero,Liga MX,Cruz Azul,MF,4,86.5,2,0,1.07,0.96
3424,Aldo Rocha,Liga MX,Atlas,MF,3,87.9,2,1,1.01,0.95
3425,Charly Rodríguez,Liga MX,Cruz Azul,MF,2,27.1,3,2,1.12,1.02
3426,Charly Rodríguez,Liga MX,Monterrey,MF,3,35.0,1,1,0.81,1.16
3427,Jerónimo Rodríguez,Liga MX,UNAM,DF,4,42.9,1,0,0.93,0.94
3428,Jonathan Rodríguez,Liga MX,Cruz Azul,FW,1,22.4,3,0,0.92,0.81
3429,Jorge Rodríguez,Liga MX,Toluca,DF,4,58.5,0,0,0.86,1.09
3430,Lucas Rodríguez,Liga MX,Tijuana,FW,2,74.4,4,6,1.03,0.86
3431,Rogério,Liga MX,UNAM,FW,1,53.5,7,0,0.92,0.89
3432,Diego Rolán,Liga MX,FC Juárez,FW,2,39.4,4,0,1.08,0.86
3433,Ángel Romero,Liga MX,Cruz Azul,MF,2,22.6,1,1,0.72,1.03
