,Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
133,134,Augustin Drakpe,nl NED,DF,Sparta R'dam,19,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
134,135,Ibrahim Drešević,xk KVX,DF,Heerenveen,24,1997,22.8,20,0.88,19,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
135,136,Joel Drommel,nl NED,GK,PSV Eindhoven,24,1996,26.0,4,0.15,2,2,0,0,0,0,2,0.08,1,1,0,0,0,0,Matches
136,137,Deroy Duarte,cv CPV,"MF,DF",Fortuna Sittard,22,1999,30.0,47,1.56,38,2,2,1,1,3,4,0.13,3,1,0,0,0,0,Matches
137,138,Laros Duarte,nl NED,MF,Sparta R'dam,24,1997,2.1,11,5.24,8,1,1,0,0,1,1,0.48,0,0,0,0,0,1,Matches
138,139,Laros Duarte,nl NED,MF,Groningen,24,1997,25.4,58,2.28,30,20,3,2,3,0,9,0.35,5,1,1,1,1,0,Matches
139,140,Mikkel Duelund,dk DEN,"MF,FW",NEC Nijmegen,24,1997,9.7,21,2.16,16,0,2,2,1,0,4,0.41,3,0,1,0,0,0,Matches
140,141,Jelle Duin,nl NED,FW,AZ Alkmaar,22,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
141,142,Riza Durmisi,dk DEN,DF,Sparta R'dam,27,1994,6.8,6,0.89,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
142,143,Zakaria Eddahchouri,nl NED,FW,Go Ahead Eag,21,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
143,144,Rens van Eijden,nl NED,"MF,DF",NEC Nijmegen,33,1988,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
144,145,Emanuel Emegha,nl NED,"FW,MF",Sparta R'dam,18,2003,10.8,23,2.14,14,0,5,2,2,0,2,0.19,1,0,0,1,0,0,Matches
145,146,Mario Engels,de GER,FW,Sparta R'dam,27,1993,12.2,29,2.37,16,1,5,2,5,0,5,0.41,4,0,1,0,0,0,Matches
146,147,Luca Everink,nl NED,DF,Twente,20,2001,1.8,5,2.80,3,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
147,148,Håkon Evjen,no NOR,"FW,MF",AZ Alkmaar,21,2000,10.1,30,2.97,23,1,2,0,2,2,5,0.50,4,0,0,0,1,0,Matches
148,149,Milan van Ewijk,nl NED,DF,Heerenveen,20,2000,32.2,51,1.58,35,6,1,1,6,2,3,0.09,1,0,0,1,1,0,Matches
149,150,Noah Fadiga,sn SEN,DF,Heracles Almelo,21,1999,30.1,40,1.33,27,4,3,2,3,1,1,0.03,0,0,0,1,0,0,Matches
150,151,Leroy Fer,nl NED,MF,Feyenoord,31,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
151,152,Arianit Ferati,de GER,"MF,DF",Fortuna Sittard,23,1997,8.2,16,1.94,10,2,3,0,0,1,1,0.12,1,0,0,0,0,0,Matches
152,153,Leandro Fernandes,nl NED,"FW,MF",Zwolle,21,1999,0.8,2,2.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
153,154,Zian Flemming,nl NED,"MF,FW",Fortuna Sittard,22,1998,27.7,67,2.42,39,1,11,9,6,1,10,0.36,5,0,1,4,0,0,Matches
